,PC_0,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,Classes
0,0.8047394197732329,9.932256461914385,-2.952119715983698,1.7276066181398746,1.1399987876771034,1.220739250303301,-3.0103329432597876,6.213570016102653,-0.2453333698270069,-4.947467629388455,3.2249663529678907,-0.333513311981146,1.028451143668157,-1.138486930442762,-0.7242017398104565,1
1,16.187273586230372,-0.7897472529645303,-4.9516061433025484,4.676206205077009,0.48272118558550087,4.361189398588324,-1.1546072495451538,-0.3336707070118935,-0.5664059944844269,0.6544301031903492,-2.366881783237764,-1.1918132097641225,-2.809569891263497,1.4638482617153343,-0.5490394371294945,1
2,4.970043995807029,-1.4968231847099578,-6.723726312121739,1.0269520839976962,-0.7783606251680835,-1.2031398816460395,-2.3236015208340177,1.5997906023070114,-1.668224778422157,-1.6220375146409096,3.157522548664761,0.7397552966229738,-0.1184552258125154,-1.1209639579386192,3.245289790923817,1
3,2.4600691711288185,-2.8604968453572677,-5.41795952635452,0.4369775751578521,-0.15358925410942384,-1.637444015919001,-2.642203581666185,3.179804926523272,-0.5523933988796901,-2.2822545811013195,2.6724979203319212,0.4958970091674364,0.0481465432620948,-0.11448027076302261,0.2244752478880666,1
4,-4.168124900912418,-5.182045915486149,-1.3099926094842034,-1.3701845980206895,0.030385783447970077,0.22113826402260142,1.9504959865097746,0.41631740055337857,1.2549894962182664,-2.496386485194023,0.7054615096383112,-1.1484476445043772,-0.6523336940717567,0.49299401399122,-1.778257970990534,2
5,-3.9448239448684848,-3.4181748579164473,0.2885729823338125,-0.4635785255504628,-1.2723660832169357,-1.927241986779052,-0.09263227127999943,-1.4926783352208637,-0.04777368484658216,-0.11286705504625366,-0.4653809178884037,-0.17413876039627244,-0.53142037944316,-0.4035607109881035,0.5925152396682022,2
6,-3.8706043877616514,-3.324835550753808,-0.2748614362580946,-1.8319636647253308,-0.5419087320864291,0.6933486909334948,0.7834884797209671,-0.2692112493712042,-0.01143176804962535,-1.8299041973226118,0.04165895158054732,-0.33711513307453306,-1.4285082449298863,-0.5600675877932307,0.8889706369075009,2
7,-1.447100139345056,-3.0308762665078093,0.4031356296740476,-1.0467608139758529,-1.2037503123585183,-3.08180111094379,-1.6389219648611362,-1.2009224186178697,-1.7494022130204596,4.285431252246391,1.014604375924566,-0.11115558169007796,1.1673814353238863,-2.3403096035577096,0.43246924238155054,2
8,-5.162124185801264,-2.697634087580856,-1.334043973375989,-2.484039446622001,-1.6236447219655474,0.5921368943924884,0.8735698498583861,-0.7949574017776888,-0.07255610188265783,-2.226943981783997,-0.15133051070225476,-0.5286647467635324,-0.6461291829024802,-0.5090531279837978,0.22455902480510104,2
9,-2.9688300446815497,5.564629425328604,1.7729552610807562,-0.6304986686150862,0.07828146099061836,0.2583667327576011,0.8025428034776919,0.8508031946350563,-0.29026658498957564,-3.588024586734663,-1.0751549618694785,4.66486008510859,3.207905988202687,5.624656265548884,2.8083287147221094,3
10,-1.9621443878993354,-1.162641917087325,-1.09580009368318,0.6788898003348692,-1.2916983320265116,-2.619273338829202,-1.2689299979813904,-0.16146284904667266,0.05357223552819751,0.46481897320226845,-0.04334251648610313,0.22957881261044571,0.586451770303368,-0.3689258488867538,-0.28683350204591673,3
11,-4.711082823495456,12.149655175335857,2.1439784166434195,-5.871209923298106,-2.9028566619786598,1.3453444967219093,2.3310587945058763,1.3906158980053462,-0.13607828636821725,7.143061786988203,8.508884962313418,1.0730689195347065,-4.338840951211525,2.0852105529806138,-0.5727094700970774,3
12,-4.712655645806819,4.384940459995352,-5.044079968276121,-6.840110973416396,20.70615355645127,-1.070932474372416,-1.042304161380457,-4.10498864443256,-1.8830338440949113,1.4176529863692735,-0.11190774603645667,-0.6181564972463719,0.2680576390640259,0.19724784962626044,-0.02583525464390906,3
13,13.421424838570182,-2.1868266635115767,6.98220467560841,2.2906055768893077,1.4007741328396281,0.04397275229229485,-1.6246240215712164,1.7980845288873173,-0.5895823933921744,1.0732907654995387,-0.7773487289470474,1.6396549324599958,-0.26503317253378617,-0.5119346262118604,-2.200336416308498,3
14,-3.294259283584691,-3.5144975541581456,3.730375839989738,4.063429922123059,-0.1603516620480194,-6.673093971107611,3.5288307412151374,0.4952458298204456,-1.0271559638401235,-2.4302627372853203,1.6585314621984637,-1.5064025460160269,-0.6050587473329679,0.27548794593553877,-1.0492543996428692,3
15,4.451886379773859,-2.4966906171649694,4.161244904175549,0.21954649020239647,1.1015236364734373,-0.3936911687039624,2.375492979262895,1.6034936297736206,-0.07753959516974077,-2.498334164971086,0.6258432838833417,-0.7668516588833758,-0.6002316997734286,0.7016388137935012,-2.2306592896645587,3
16,-4.296697823612309,-7.645761792261361,-3.5600082925574235,-3.7385112747551323,-0.8712583211661988,0.03987480528364189,0.4162464049201486,-0.6700373376921652,0.1539657647491112,0.10476461755789168,-0.6480982594360599,0.5704237453020347,0.2564290097243382,1.1824792127403156,-1.404714076725332,4
17,2.249263467958222,3.584093202625842,8.091733795849995,-1.8492974539835734,0.1882202121078453,5.272591964574675,0.5914207837647956,0.2735128169676368,-0.27947199002410494,-0.7526423476716978,0.4229535568311196,-1.41426476597098,1.0527892655289066,-1.169926762070336,1.1533344896226096,4
18,-3.97410096380924,3.352374331726234,2.1100147911130764,-0.9014805931111625,-2.801538942826595,1.095445059215858,-2.5623786767807397,-3.0476342888550527,-1.0190070181467787,-0.4160839563509472,-0.12199770021813514,0.6273402141815009,1.961401204966875,-1.9480361911112074,-2.735694392348523,5
19,-4.328537720104464,7.539867572005781,-1.8326976032686362,3.4086278687324936,-1.8663948539192676,0.1567936394997133,-6.106568344536932,2.0814762178690125,-1.7008927471894717,1.8046966009947616,-1.3905127664824681,-4.890370540520096,0.8749698629907675,1.3368793260526126,0.17298481644577762,5
20,4.579466160875722,6.4297893494115,0.09695646106357134,0.8934210266609894,-1.5756626154107523,2.400230184567901,-6.830059616116662,0.2580642695476097,-1.2870907019310716,3.175739238245391,-2.3481742351254575,3.322519176926627,0.4457542926283051,-2.397687386825167,-0.10056995616793726,5
21,-4.256588715108535,0.12059509910999652,0.5440593751618407,-0.5298042320216224,-0.6302199902785677,0.33830777845238014,-0.7868626306311367,-0.5665215457600784,0.43242058073724543,-0.3346495288697369,-1.2477515733075535,-0.8409167473586064,-0.6782187996441452,-0.13009648493454348,-0.4094513787408038,5
22,-6.10674904087756,5.479102009106111,2.056550705485887,-0.7217230741646987,-1.4400733268694308,0.8116434071029074,0.44453220904843055,-0.9574226866465833,-0.11242169606981062,-1.57959567433297,-0.6704656545909508,-0.3160008884153976,-0.04899187019828603,-0.4854707383967014,0.12614569894028074,6
23,-5.078876265112937,0.7473466792041767,1.0765839864701467,-0.683720690477058,-0.8061971840997809,-0.13165393897463046,1.4587607438426964,-0.7159811303877697,-0.8073896817341473,-2.6021652554063412,-1.1133169016122566,0.7421150787867867,-1.4135467359424325,0.7247754183951878,-1.9398681734056615,6
24,-14.982048077864654,-7.2551344643494735,-2.768688634254303,18.49525089367098,3.4770993655227276,9.119968601337742,5.300067396174565,0.4921546442098281,-1.4865809414144948,3.209975317730091,2.7235008873903546,1.5256224103560143,2.4188215061844587,-0.48579819141097735,-0.4641566263189201,7
25,-4.547101507694008,-13.501986632136255,-1.2188626061058707,-1.3866610523476477,-1.6444933653229399,-4.081425395805338,-2.9218930152994456,-1.7431296387618411,-0.5302144411057709,2.4925573888732058,-0.5901941773800725,0.7278765268420194,0.41527655840716515,1.0971159538657018,-0.958785132869286,7
26,14.720177046411914,2.642315765167128,-11.666266736636054,3.3378809803786833,-1.8513114874334817,-0.7934655172063809,1.913300038764144,-1.5978726724608956,-0.7695074325012937,1.6309834731876303,-1.1050345114130284,-0.9321474337342377,0.11814652434718373,2.3032267422858794,-0.8894086358208245,1
27,13.124565478584218,14.908516519381964,-7.1695110894483,0.5773296375666976,-1.2502995696765833,0.5326475694567312,6.337682849524922,-4.035990718711571,0.5815754777602005,0.016923507619351696,-1.6762588121103772,0.22528275255344124,1.415404521596399,-1.1593664082848132,-1.6064083936188203,1
28,9.960307541901937,-0.8097468756810555,-8.495042803355679,0.10687732477451398,-2.779996141805021,-0.8668664377548432,6.404627059303106,-4.974563882163387,-0.3967717093328579,0.4101116087450427,-0.11399525709745545,-1.3593037680005386,0.21277322705632146,-0.8414664521907679,2.398856901917885,1
29,0.8047394197732383,9.932256461914376,-2.952119715983698,1.7276066181398742,1.1399987876771038,1.220739250303302,-3.0103329432597916,6.213570016102659,-0.24533336982700588,-4.947467629388459,3.224966352967893,-0.33351331198114803,1.0284511436681563,-1.1384869304427623,-0.7242017398104572,1
30,16.18727358623037,-0.7897472529645323,-4.951606143302553,4.676206205077008,0.48272118558550364,4.361189398588322,-1.154607249545153,-0.33367070701188095,-0.5664059944844257,0.6544301031903399,-2.3668817832377655,-1.191813209764123,-2.8095698912634925,1.4638482617153366,-0.5490394371294968,1
31,7.832073688357369,-4.1827498722199925,-10.506378033791442,0.8784615275922738,0.7352854670626193,-1.7674582455625187,-4.012885497333619,3.408473294578822,-1.8033390847170772,-1.839182039422549,3.0577873807962836,0.6973508361629571,-0.19641787331937346,-0.2160382482469895,1.4805377792937338,1
32,4.970043995807029,-1.4968231847099585,-6.723726312121741,1.0269520839977015,-0.7783606251680792,-1.2031398816460397,-2.323601520834018,1.5997906023070103,-1.6682247784221558,-1.6220375146409134,3.1575225486647565,0.7397552966229733,-0.11845522581251634,-1.1209639579386197,3.2452897909238145,1
33,2.46006917112882,-2.8604968453572663,-5.417959526354519,0.43697757515784785,-0.1535892541094271,-1.6374440159190007,-2.642203581666189,3.179804926523275,-0.5523933988796906,-2.282254581101322,2.6724979203319217,0.4958970091674353,0.04814654326209373,-0.11448027076302533,0.22447524788806938,1
34,13.124565478584218,14.908516519381964,-7.169511089448303,0.5773296375666991,-1.250299569676584,0.5326475694567312,6.337682849524924,-4.035990718711574,0.5815754777602012,0.016923507619354024,-1.6762588121103768,0.22528275255344193,1.4154045215963988,-1.1593664082848139,-1.6064083936188198,1
35,9.960307541901937,-0.8097468756810574,-8.495042803355675,0.1068773247745123,-2.779996141805021,-0.8668664377548446,6.404627059303106,-4.974563882163386,-0.3967717093328576,0.410111608745041,-0.11399525709745295,-1.3593037680005378,0.21277322705632276,-0.8414664521907691,2.398856901917886,1
36,14.720177046411905,2.6423157651671287,-11.666266736636054,3.337880980378681,-1.8513114874334808,-0.7934655172063816,1.9133000387641443,-1.597872672460894,-0.7695074325012944,1.6309834731876298,-1.105034511413028,-0.9321474337342366,0.1181465243471833,2.303226742285879,-0.889408635820823,1
37,7.832073688357369,-4.1827498722199925,-10.50637803379144,0.8784615275922737,0.7352854670626185,-1.7674582455625185,-4.01288549733362,3.408473294578822,-1.803339084717077,-1.8391820394225498,3.0577873807962828,0.6973508361629573,-0.1964178733193741,-0.2160382482469893,1.4805377792937324,1
38,-4.0847667647732955,-4.372877392547921,-2.6059439701711162,-4.31755789611588,-1.7574127640345516,5.795846065059632,-1.747844454990823,-1.9562041695137145,1.2380422439519811,-0.2939627157586615,-0.8192655638073604,0.11904027179157062,-0.7496728877147486,-0.08256439845548356,1.3167245322318593,2
39,-3.847115927108751,-4.994544092941118,0.35206698822886584,0.10397989238532467,-0.46230716857949805,-2.968291876774016,1.5004167515555218,-0.6113298122785594,0.07698420700740831,-0.7566350859825198,0.3150856825211649,-0.0353174635417739,0.6870326846977481,-0.09124802819104959,1.039724704388982,2
40,-5.5585115736935595,5.017824400913935,1.2641534564263794,-1.9191923824526989,-2.6915740704080378,4.389225752499229,-2.341929698753366,-2.8380505756393566,-0.22845080072665427,0.4487353573738474,-2.237524283627415,0.8231468589327724,0.33046313423157697,0.8665356736444552,1.1201406658624113,2
41,-6.092972530126722,6.952243733873035,4.231893234645114,0.6962006742672225,-0.8086433601896823,0.38538681522695745,2.731932673777516,-0.593766850666071,-0.5395546511175748,-2.8677306895580563,0.2710007153690298,-1.0723694429053974,-0.3359843229613634,-0.6723871767225085,0.6307896190595171,2
42,-4.168124900912419,-5.182045915486149,-1.309992609484211,-1.3701845980206921,0.0303857834479677,0.22113826402260206,1.950495986509777,0.4163174005533768,1.2549894962182662,-2.4963864851940314,0.7054615096383161,-1.148447644504378,-0.6523336940717539,0.49299401399121856,-1.778257970990535,2
43,-3.944823944868483,-3.4181748579164473,0.2885729823338168,-0.46357852555046986,-1.2723660832169386,-1.9272419867790536,-0.09263227127999853,-1.4926783352208646,-0.0477736848465815,-0.11286705504624658,-0.4653809178884,-0.1741387603962728,-0.5314203794431598,-0.4035607109881026,0.5925152396682014,2
44,-3.870604387761651,-3.3248355507538077,-0.27486143625809245,-1.8319636647253275,-0.5419087320864285,0.6933486909334954,0.7834884797209672,-0.2692112493711983,-0.011431768049624029,-1.8299041973226093,0.04165895158054716,-0.33711513307453383,-1.4285082449298854,-0.56006758779323,0.8889706369074998,2
45,-1.447100139345055,-3.0308762665078093,0.40313562967404776,-1.046760813975855,-1.2037503123585147,-3.0818011109438,-1.6389219648611368,-1.200922418617871,-1.7494022130204592,4.28543125224639,1.0146043759245642,-0.11115558169007847,1.1673814353238818,-2.340309603557707,0.43246924238155166,2
